t,ce
1215,1.140699863433838
1216,1.1346118450164795
1217,1.3091784715652466
1218,1.1267796754837036
1219,1.4730867147445679
1220,1.8508281707763672
1221,1.6343680620193481
1222,1.2464425563812256
1223,1.1485902070999146
1224,2.0942606925964355
1225,2.081345319747925
1226,2.3231592178344727
1227,1.8756335973739624
1228,2.2697160243988037
1229,2.690445899963379
1230,2.5495502948760986
1231,1.716301441192627
1232,2.4038031101226807
1233,2.1087841987609863
1234,2.0492234230041504
1235,2.692045211791992
1236,2.236776351928711
1237,2.4423248767852783
1238,2.6773152351379395
1239,2.291173219680786
1240,1.7678941488265991
1241,1.8776410818099976
1242,2.310284376144409
1243,2.0308423042297363
1244,2.391977548599243
1245,2.387176990509033
1246,2.3065578937530518
1247,2.510810613632202
1248,2.064678907394409
1249,2.230329751968384
1250,2.0472424030303955
1251,2.283966302871704
1252,2.4177772998809814
1253,2.2079529762268066
1254,1.6801303625106812
1255,1.9597703218460083
1256,2.428100347518921
1257,2.3642585277557373
1258,2.268275260925293
1259,2.241722822189331
1260,2.0762431621551514
1261,2.2439584732055664
1262,2.279749870300293
1263,2.2428572177886963
1264,2.2891323566436768
1265,2.5799882411956787
1266,2.2443695068359375
1267,2.28730845451355
1268,2.2108938694000244
1269,2.583595037460327
1270,2.2832984924316406
1271,2.3897557258605957
1272,2.3128724098205566
1273,2.833185911178589
1274,2.543895721435547
1275,2.6983511447906494
1276,2.298635482788086
1277,2.3071579933166504
1278,2.525394916534424
1279,2.444796085357666
1280,2.0047693252563477
1281,2.3289623260498047
1282,1.4308046102523804
1283,1.5371363162994385
1284,1.9383392333984375
1285,2.067042589187622
1286,1.652840256690979
1287,2.275620937347412
1288,2.193235397338867
1289,2.2353873252868652
1290,2.2033329010009766
1291,2.0933187007904053
1292,2.0581891536712646
1293,2.18099045753479
1294,2.4124996662139893
1295,2.2423229217529297
1296,2.5241878032684326
1297,2.632225275039673
1298,2.5524842739105225
1299,2.553483724594116
1300,2.793733835220337
1301,2.5839333534240723
1302,2.5936543941497803
1303,2.6343884468078613
1304,2.547374725341797
1305,2.677072286605835
1306,2.473031759262085
1307,2.647700786590576
1308,2.291740894317627
1309,2.2013227939605713
1310,2.6952924728393555
1311,2.3141801357269287
1312,2.5174877643585205
1313,2.4465982913970947
1314,2.5730013847351074
1315,2.791254758834839
1316,3.0152781009674072
1317,2.5144243240356445
1318,1.7772271633148193
1319,2.2941296100616455
1320,2.378239631652832
1321,1.9459599256515503
1322,2.375002861022949
1323,2.4123001098632812
1324,2.1412112712860107
1325,1.9286420345306396
1326,2.3889870643615723
1327,2.5668163299560547
1328,2.6672005653381348
1329,2.7443630695343018
1330,2.3225650787353516
1331,2.4495716094970703
1332,1.5945481061935425
1333,1.7988320589065552
1334,2.405107259750366
1335,2.3439877033233643
1336,2.328896999359131
1337,2.59157395362854
1338,1.9102818965911865
1339,1.478916883468628
1340,1.919032096862793
1341,2.114201307296753
1342,2.1591403484344482
1343,2.4261083602905273
1344,2.2994470596313477
1345,2.244394063949585
1346,2.229337215423584
1347,2.5746567249298096
1348,2.189680337905884
1349,2.6177186965942383
1350,2.653449296951294
1351,2.336277723312378
1352,2.707214593887329
1353,2.014479637145996
1354,2.0807740688323975
1355,2.11568021774292
1356,2.0770366191864014
1357,2.093256950378418
1358,1.882596492767334
1359,2.217982769012451
1360,1.9952945709228516
1361,1.8882685899734497
1362,2.0928194522857666
1363,2.3088066577911377
1364,2.3777878284454346
1365,2.3701589107513428
1366,2.7423088550567627
1367,2.822420120239258
1368,2.9001331329345703
1369,2.729963779449463
1370,2.9177119731903076
1371,2.536491632461548
1372,2.7184231281280518
1373,2.2679572105407715
1374,2.3997764587402344
1375,2.0553512573242188
1376,1.969308614730835
1377,1.9553942680358887
1378,2.267974376678467
1379,2.2593727111816406
1380,2.195437431335449
1381,1.7029428482055664
1382,2.321333169937134
1383,2.4326248168945312
1384,2.7058944702148438
1385,2.4801957607269287
1386,2.4511072635650635
1387,2.7605926990509033
1388,2.6766011714935303
1389,2.8424975872039795
1390,2.44499135017395
1391,2.228111982345581
1392,2.0425829887390137
1393,2.081873655319214
1394,2.04643177986145
1395,1.8852198123931885
1396,2.1966490745544434
1397,1.931295394897461
1398,2.0608153343200684
1399,2.347761631011963
1400,2.1695480346679688
1401,2.0072836875915527
1402,1.9361860752105713
1403,1.9604222774505615
1404,1.9594972133636475
1405,2.086731433868408
1406,2.0812692642211914
1407,2.3546605110168457
1408,2.5931315422058105
1409,3.053645610809326
1410,2.4645817279815674
1411,2.2539222240448
1412,2.330723524093628
1413,2.589370012283325
1414,2.456186056137085
1415,2.591597318649292
1416,2.5905025005340576
1417,2.5192654132843018
1418,2.5923168659210205
1419,2.248356819152832
1420,2.262380838394165
1421,2.5456502437591553
1422,2.352855920791626
1423,2.7243452072143555
1424,2.8287713527679443
1425,2.729740858078003
1426,2.6836862564086914
1427,2.6226298809051514
1428,2.681983232498169
1429,2.587057113647461
1430,2.6147730350494385
1431,2.6802213191986084
1432,2.778698444366455
1433,2.5609469413757324
1434,2.5597660541534424
1435,2.6795449256896973
1436,2.5613598823547363
1437,2.583394765853882
1438,2.476356029510498
1439,1.9374258518218994
1440,2.3993000984191895
1441,2.259458541870117
1442,1.992741346359253
1443,1.901373028755188
1444,1.676315188407898
1445,1.9256633520126343
1446,1.854072093963623
1447,2.2222793102264404
1448,1.9782249927520752
1449,2.24627423286438
1450,2.5559260845184326
1451,1.9274379014968872
1452,2.2710018157958984
1453,2.5256385803222656
1454,2.0977351665496826
1455,2.0317234992980957
1456,2.2477779388427734
1457,2.007828712463379
1458,1.9524911642074585
1459,2.107276678085327
1460,1.736126184463501
1461,1.9259146451950073
1462,1.8693097829818726
1463,2.4092304706573486
1464,2.363947629928589
1465,2.7063231468200684
1466,3.0402770042419434
1467,2.803840160369873
1468,2.784696102142334
1469,2.6712646484375
1470,2.7939422130584717
1471,2.691909074783325
1472,2.906515598297119
1473,2.8316211700439453
1474,2.5944104194641113
1475,2.88588547706604
1476,2.9604744911193848
1477,2.89850115776062
1478,2.685303211212158
1479,2.670029401779175
1480,2.861337661743164
1481,2.6762871742248535
1482,1.890657901763916
1483,2.6008388996124268
1484,1.999024748802185
1485,2.1657462120056152
1486,2.351191997528076
1487,2.219435691833496
1488,2.3054709434509277
1489,2.273264169692993
1490,2.375732898712158
1491,2.3199925422668457
1492,2.5578536987304688
1493,1.8370842933654785
1494,2.209645986557007
1495,2.3520405292510986
1496,2.586475133895874
1497,2.5122509002685547
1498,2.5045981407165527
1499,2.9987454414367676
1500,2.7229557037353516
1501,2.4052889347076416
1502,2.6275856494903564
1503,2.697007417678833
1504,2.2631540298461914
1505,2.4587900638580322
1506,2.2852771282196045
1507,2.2360830307006836
1508,1.7598217725753784
1509,2.073059320449829
1510,1.9536595344543457
1511,1.4307324886322021
1512,0.940698504447937
1513,1.5870444774627686
1514,2.099331855773926
1515,2.0177125930786133
1516,2.047264337539673
1517,1.6556745767593384
1518,2.5307648181915283
1519,2.7070724964141846
1520,2.587041139602661
1521,2.7668285369873047
1522,2.7253615856170654
1523,2.11452054977417
1524,2.227168083190918
1525,2.119544267654419
1526,2.5867576599121094
1527,2.4791836738586426
1528,2.6523277759552
1529,2.2006046772003174
1530,2.1316893100738525
1531,2.1423537731170654
1532,2.003493309020996
1533,1.9486466646194458
1534,2.1562070846557617
1535,2.3516790866851807
1536,2.2893731594085693
1537,2.5706961154937744
1538,2.1265735626220703
1539,2.1743173599243164
1540,2.2670986652374268
1541,2.5341134071350098
1542,2.5228142738342285
1543,2.296251058578491
1544,1.9417773485183716
1545,2.237459421157837
1546,1.9676220417022705
1547,2.314333200454712
1548,2.3181376457214355
1549,2.5057430267333984
1550,2.1350841522216797
1551,2.038003444671631
1552,2.5402963161468506
1553,2.3525829315185547
1554,2.3957865238189697
1555,2.284648895263672
1556,2.154937505722046
1557,2.462247133255005
1558,2.266744613647461
1559,2.392477035522461
1560,2.7870442867279053
1561,2.439340829849243
1562,2.2149274349212646
1563,1.7833950519561768
1564,1.959364414215088
1565,1.9924217462539673
1566,2.281961441040039
1567,1.7869693040847778
1568,2.4919774532318115
1569,2.8747615814208984
1570,2.5373518466949463
1571,2.3142266273498535
1572,2.089301347732544
1573,2.247469425201416
1574,1.9993395805358887
1575,1.9316209554672241
1576,2.1719090938568115
1577,2.362338066101074
1578,2.6957602500915527
1579,2.450406551361084
1580,2.0227067470550537
1581,2.7907004356384277
1582,2.545806884765625
1583,2.433694362640381
1584,2.341820001602173
1585,2.2402923107147217
1586,2.369706630706787
1587,2.2068121433258057
1588,2.2532947063446045
1589,2.3195507526397705
1590,2.4258182048797607
1591,2.3473753929138184
1592,2.2707061767578125
1593,2.252800464630127
1594,2.510197877883911
1595,2.3813045024871826
1596,2.0649967193603516
1597,2.106666326522827
1598,1.9730894565582275
1599,2.3587186336517334
1600,2.4845595359802246
1601,2.4534828662872314
1602,2.5579216480255127
1603,2.368204116821289
1604,2.0672717094421387
1605,1.7633053064346313
1606,2.1863341331481934
1607,2.0093371868133545
1608,2.4269227981567383
1609,2.396146535873413
1610,2.5287325382232666
1611,2.522038221359253
1612,2.3235466480255127
1613,2.371458053588867
1614,2.2233846187591553
1615,2.4479081630706787
1616,2.0569300651550293
1617,2.3310792446136475
1618,2.304875612258911
1619,2.509610414505005
1620,2.3334994316101074
1621,2.8579673767089844
1622,2.6113507747650146
1623,2.671569585800171
1624,1.9689387083053589
1625,2.366896152496338
1626,2.294017791748047
1627,2.1229019165039062
1628,2.4981634616851807
